activity,containers,ingredients,tool,dish,subject,labels,className,fileName,startFrame,startTimeSeconds,endFrame,endTimeSeconds
spreadV,['frying-pan'],['oil'],['frying-pan'],4.0,8.0,2396.0,spreadVfrying panoilfrying pan,s08-d04-cam-002,21258.0,723.095,21371.0,726.938
turn onV,[''],['stove'],['hand'],4.0,8.0,3096.0,turn onVhandstove,s08-d04-cam-002,21415.0,728.417,21482.0,730.684
change temperatureV,[''],['stove'],['hand'],4.0,8.0,298.0,change temperatureVhandstove,s08-d04-cam-002,21483.0,730.724,21605.0,734.866
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,21606.0,734.931,21647.0,736.326
screw openV,[''],['bottle'],['hand'],4.0,8.0,2146.0,screw openVhandbottle,s08-d04-cam-002,21661.0,736.802,21704.0,738.265
pourV,['frying-pan'],['oil'],['bottle'],4.0,8.0,1505.0,pourVbottleoilfrying pan,s08-d04-cam-002,21708.0,738.385,21787.0,741.08
screw closeV,[''],['bottle'],['hand'],4.0,8.0,2134.0,screw closeVhandbottle,s08-d04-cam-002,21790.0,741.16,21840.0,742.891
spreadV,['frying-pan'],['oil'],['frying-pan'],4.0,8.0,2396.0,spreadVfrying panoilfrying pan,s08-d04-cam-002,21845.0,743.061,22016.0,748.877
test temperatureV,['frying-pan'],['oil'],['hand'],4.0,8.0,2971.0,test temperatureVhandoilfrying pan,s08-d04-cam-002,22016.0,748.877,22074.0,750.85
test temperatureV,['frying-pan'],['oil'],['hand'],4.0,8.0,2971.0,test temperatureVhandoilfrying pan,s08-d04-cam-002,22100.0,751.734,22139.0,753.061
addV,"['cutting-board', 'frying-pan']",['onion'],"['knife', 'cutting-board']",4.0,8.0,167.0,addVknifecutting boardonioncutting boardfrying pan,s08-d04-cam-002,22224.0,755.952,22449.0,763.605
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,22562.0,767.448,22620.0,769.421
washV,[''],['spatula'],['hand'],4.0,8.0,3215.0,washVhandspatula,s08-d04-cam-002,22847.0,777.142,22955.0,780.816
shakeV,[''],['spatula'],['hand'],4.0,8.0,2249.0,shakeVhandspatula,s08-d04-cam-002,23119.0,786.394,23256.0,791.054
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,23400.0,795.952,23433.0,797.074
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,23433.0,797.074,23880.0,812.258
screw openV,[''],['bottle'],['hand'],4.0,8.0,2146.0,screw openVhandbottle,s08-d04-cam-002,23946.0,814.523,23979.0,815.642
pourV,['frying-pan'],['oil'],['bottle'],4.0,8.0,1505.0,pourVbottleoilfrying pan,s08-d04-cam-002,23984.0,815.802,24051.0,818.083
screw closeV,[''],['bottle'],['hand'],4.0,8.0,2134.0,screw closeVhandbottle,s08-d04-cam-002,24055.0,818.203,24215.0,823.649
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,24227.0,824.081,24389.0,829.591
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,24389.0,829.591,24398.0,829.897
test temperatureV,['frying-pan'],['oil'],['hand'],4.0,8.0,2971.0,test temperatureVhandoilfrying pan,s08-d04-cam-002,24398.0,829.897,24420.0,830.646
change temperatureV,[''],['stove'],['hand'],4.0,8.0,298.0,change temperatureVhandstove,s08-d04-cam-002,24420.0,830.646,24523.0,834.149
washV,[''],['box-grater'],['hand'],4.0,8.0,3132.0,washVhandbox grater,s08-d04-cam-002,24609.0,837.074,24757.0,842.108
cleanV,[''],['counter'],['towel'],4.0,8.0,354.0,cleanVtowelcounter,s08-d04-cam-002,24790.0,843.231,24944.0,848.469
dryV,[''],['hand'],['towel'],4.0,8.0,683.0,dryVtowelhand,s08-d04-cam-002,24968.0,849.285,25053.0,852.176
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,25115.0,854.285,25134.0,854.931
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,25137.0,855.0,25227.0,858.095
take outV,"['drawer', '']",['spoon'],['hand'],4.0,8.0,2858.0,take outVhandspoondrawer,s08-d04-cam-002,25408.0,864.251,25612.0,871.178
stirV,['bowl'],['food'],['spoon'],4.0,8.0,2482.0,stirVspoonfoodbowl,s08-d04-cam-002,25616.0,871.298,25815.0,878.095
smellV,['spoon'],['food'],['hand'],4.0,8.0,2342.0,smellVhandfoodspoon,s08-d04-cam-002,25819.0,878.215,25860.0,879.619
tasteV,[''],['food'],['hand'],4.0,8.0,2941.0,tasteVhandfood,s08-d04-cam-002,25894.0,880.782,25935.0,882.176
take outV,"['spice-holder', '']",['spice-shaker'],['hand'],4.0,8.0,2852.0,take outVhandspice shakerspice holder,s08-d04-cam-002,26011.0,884.76,26041.0,885.774
screw openV,[''],['spice-shaker'],['hand'],4.0,8.0,2153.0,screw openVhandspice shaker,s08-d04-cam-002,26042.0,885.786,26071.0,886.778
spiceV,['bowl'],['salt'],['spice-shaker'],4.0,8.0,2377.0,spiceVspice shakersaltbowl,s08-d04-cam-002,26076.0,886.97,26221.0,891.892
screw closeV,[''],['spice-shaker'],['hand'],4.0,8.0,2141.0,screw closeVhandspice shaker,s08-d04-cam-002,26227.0,892.108,26279.0,893.859
put inV,"['', 'spice-holder']",['spice-shaker'],['hand'],4.0,8.0,1829.0,put inVhandspice shakerspice holder,s08-d04-cam-002,26280.0,893.899,26305.0,894.754
take outV,"['spice-holder', '']",['spice-shaker'],['hand'],4.0,8.0,2852.0,take outVhandspice shakerspice holder,s08-d04-cam-002,26308.0,894.834,26331.0,895.646
readV,[''],['spice-shaker'],['hand'],4.0,8.0,1934.0,readVhandspice shaker,s08-d04-cam-002,26331.0,895.646,26360.0,896.632
screw openV,[''],['spice-shaker'],['hand'],4.0,8.0,2153.0,screw openVhandspice shaker,s08-d04-cam-002,26372.0,897.026,26399.0,897.959
smellV,['spice-shaker'],['spice'],['hand'],4.0,8.0,2357.0,smellVhandspicespice shaker,s08-d04-cam-002,26404.0,898.119,26423.0,898.775
spiceV,['bowl'],['spice'],['spice-shaker'],4.0,8.0,2388.0,spiceVspice shakerspicebowl,s08-d04-cam-002,26428.0,898.935,26505.0,901.564
screw closeV,[''],['spice-shaker'],['hand'],4.0,8.0,2141.0,screw closeVhandspice shaker,s08-d04-cam-002,26511.0,901.764,26559.0,903.389
put inV,"['', 'spice-holder']",['spice-shaker'],['hand'],4.0,8.0,1829.0,put inVhandspice shakerspice holder,s08-d04-cam-002,26561.0,903.469,26584.0,904.251
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,26664.0,906.948,26861.0,913.673
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,26861.0,913.673,26888.0,914.591
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,26888.0,914.591,26985.0,917.891
stirV,['bowl'],['food'],['spoon'],4.0,8.0,2482.0,stirVspoonfoodbowl,s08-d04-cam-002,27008.0,918.671,27589.0,938.435
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,27813.0,946.054,27843.0,947.074
stirV,[],['frying-pan'],['spatula'],4.0,8.0,2462.0,stirVspatulafrying pan,s08-d04-cam-002,27843.0,947.074,27944.0,950.51
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,27944.0,950.51,27974.0,951.53
stirV,[],['frying-pan'],['spatula'],4.0,8.0,2462.0,stirVspatulafrying pan,s08-d04-cam-002,27974.0,951.53,28029.0,953.401
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,28029.0,953.401,28064.0,954.591
stirV,[],['frying-pan'],['spatula'],4.0,8.0,2462.0,stirVspatulafrying pan,s08-d04-cam-002,28064.0,954.591,28338.0,963.911
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,29182.0,992.619,29205.0,993.401
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,29205.0,993.401,29648.0,1008.469
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,29648.0,1008.469,29677.0,1009.455
stirV,['bowl'],['food'],['spoon'],4.0,8.0,2482.0,stirVspoonfoodbowl,s08-d04-cam-002,30025.0,1021.292,30378.0,1033.299
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,30406.0,1034.251,30481.0,1036.802
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,30481.0,1036.802,30511.0,1037.823
screw openV,[''],['bottle'],['hand'],4.0,8.0,2146.0,screw openVhandbottle,s08-d04-cam-002,30538.0,1038.741,30594.0,1040.646
screw closeV,[''],['bottle'],['hand'],4.0,8.0,2134.0,screw closeVhandbottle,s08-d04-cam-002,30671.0,1043.265,30745.0,1045.782
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,30773.0,1046.734,30804.0,1047.789
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,30804.0,1047.789,31107.0,1058.095
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,31107.0,1058.095,31129.0,1058.843
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,31129.0,1058.843,31180.0,1060.578
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,31180.0,1060.578,31195.0,1061.088
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,31195.0,1061.088,31353.0,1066.462
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,31353.0,1066.462,31409.0,1068.367
stirV,['bowl'],['food'],['spoon'],4.0,8.0,2482.0,stirVspoonfoodbowl,s08-d04-cam-002,31573.0,1073.945,31742.0,1079.693
screw openV,[''],['bottle'],['hand'],4.0,8.0,2146.0,screw openVhandbottle,s08-d04-cam-002,31783.0,1081.086,31798.0,1081.598
pourV,['frying-pan'],['oil'],['bottle'],4.0,8.0,1505.0,pourVbottleoilfrying pan,s08-d04-cam-002,31801.0,1081.678,31890.0,1084.727
screw closeV,[''],['bottle'],['hand'],4.0,8.0,2134.0,screw closeVhandbottle,s08-d04-cam-002,31894.0,1084.847,31928.0,1086.02
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,31957.0,1087.006,31983.0,1087.891
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,31983.0,1087.891,32102.0,1091.938
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,32102.0,1091.938,32142.0,1093.299
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,32285.0,1098.163,32316.0,1099.217
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,32386.0,1101.582,32615.0,1109.387
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,32615.0,1109.387,32651.0,1110.612
stirV,['frying-pan'],['onion'],['spatula'],4.0,8.0,2468.0,stirVspatulaonionfrying pan,s08-d04-cam-002,32651.0,1110.612,32720.0,1112.959
stirV,['bowl'],['food'],['spoon'],4.0,8.0,2482.0,stirVspoonfoodbowl,s08-d04-cam-002,32763.0,1114.419,32863.0,1117.823
moveV,"['bowl', 'cutting-board']",['spoon'],['hand'],4.0,8.0,1263.0,moveVhandspoonbowlcutting board,s08-d04-cam-002,32881.0,1118.435,32930.0,1120.102
addV,"['bowl', 'frying-pan']",['food'],"['spatula', 'bowl']",4.0,8.0,211.0,addVspatulabowlfoodbowlfrying pan,s08-d04-cam-002,32980.0,1121.778,33114.0,1126.356
stirV,['frying-pan'],['food'],['spatula'],4.0,8.0,2461.0,stirVspatulafoodfrying pan,s08-d04-cam-002,33122.0,1126.608,33445.0,1137.619
shakeV,['stove'],['frying-pan'],['hand'],4.0,8.0,2200.0,shakeVhandfrying panstove,s08-d04-cam-002,33750.0,1147.993,33785.0,1149.183
enterV,[''],[''],[''],11.0,8.0,706.0,enterV,s08-d11-cam-002,137.0,4.693,167.0,5.714
take outV,"['drawer', 'counter']",['squeezer'],['hand'],11.0,8.0,2866.0,take outVhandsqueezerdrawercounter,s08-d11-cam-002,201.0,6.846,454.0,15.464
take outV,"['drawer', 'counter']",['measuring-pitcher'],['hand'],11.0,8.0,2736.0,take outVhandmeasuring pitcherdrawercounter,s08-d11-cam-002,458.0,15.612,506.0,17.244
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],11.0,8.0,2637.0,take outVhandcutting boarddrawercounter,s08-d11-cam-002,581.0,19.792,684.0,23.278
take outV,"['cupboard', 'counter']","['orange', 'kiwi']",['hand'],11.0,8.0,2758.0,take outVhandorangekiwicupboardcounter,s08-d11-cam-002,1347.0,45.85,1523.0,51.836
take outV,"['drawer', '']",['knife'],['hand'],11.0,8.0,2704.0,take outVhandknifedrawer,s08-d11-cam-002,1538.0,52.342,1647.0,56.054
cut apartV,['cutting-board'],['orange'],['knife'],11.0,8.0,456.0,cut apartVknifeorangecutting board,s08-d11-cam-002,1653.0,56.252,1775.0,60.408
squeezeV,['squeezer'],['orange'],['squeezer'],11.0,8.0,2418.0,squeezeVsqueezerorangesqueezer,s08-d11-cam-002,1805.0,61.406,2594.0,88.244
squeezeV,['squeezer'],['orange'],['squeezer'],11.0,8.0,2418.0,squeezeVsqueezerorangesqueezer,s08-d11-cam-002,2625.0,89.311,3237.0,110.136
peelV,[''],['kiwi'],['knife'],11.0,8.0,1468.0,peelVknifekiwi,s08-d11-cam-002,3354.0,114.104,4316.0,146.807
washV,[''],['kiwi'],['hand'],11.0,8.0,3174.0,washVhandkiwi,s08-d11-cam-002,4337.0,147.518,4386.0,149.217
shakeV,[''],['kiwi'],['hand'],11.0,8.0,2211.0,shakeVhandkiwi,s08-d11-cam-002,4386.0,149.217,4404.0,149.798
washV,[''],['knife'],['hand'],11.0,8.0,3176.0,washVhandknife,s08-d11-cam-002,4404.0,149.829,4481.0,152.448
cut apartV,[''],['kiwi'],['knife'],11.0,8.0,444.0,cut apartVknifekiwi,s08-d11-cam-002,4538.0,154.369,4594.0,156.292
peelV,[''],['kiwi'],['knife'],11.0,8.0,1468.0,peelVknifekiwi,s08-d11-cam-002,4674.0,158.982,5716.0,194.455
washV,[''],"['kiwi', 'knife']",['hand'],11.0,8.0,3175.0,washVhandkiwiknife,s08-d11-cam-002,5734.0,195.056,5832.0,198.401
shakeV,[''],"['kiwi', 'knife']",['hand'],11.0,8.0,2212.0,shakeVhandkiwiknife,s08-d11-cam-002,5832.0,198.401,5874.0,199.829
cut apartV,[''],['kiwi'],['knife'],11.0,8.0,444.0,cut apartVknifekiwi,s08-d11-cam-002,5903.0,200.816,5990.0,203.775
shakeV,[''],['hand'],['hand'],11.0,8.0,2205.0,shakeVhandhand,s08-d11-cam-002,6023.0,204.897,6051.0,205.85
washV,[''],['hand'],['hand'],11.0,8.0,3171.0,washVhandhand,s08-d11-cam-002,6073.0,206.592,6125.0,208.367
dryV,[''],['hand'],['towel'],11.0,8.0,683.0,dryVtowelhand,s08-d11-cam-002,6136.0,208.736,6199.0,210.884
take outV,"['drawer', '']",['blender'],['hand'],11.0,8.0,2554.0,take outVhandblenderdrawer,s08-d11-cam-002,6297.0,214.217,6399.0,217.687
pull upV,[''],['electricity-column'],['hand'],11.0,8.0,1677.0,pull upVhandelectricity column,s08-d11-cam-002,6421.0,218.435,6493.0,220.884
plugV,['electricity-column'],['electricity-plug'],['hand'],11.0,8.0,1492.0,plugVhandelectricity plugelectricity column,s08-d11-cam-002,6517.0,221.7,6702.0,227.993
pureeV,['measuring-pitcher'],['kiwi'],['blender'],11.0,8.0,1695.0,pureeVblenderkiwimeasuring pitcher,s08-d11-cam-002,6713.0,228.367,7523.0,255.918
take outV,"['cupboard', 'counter']",['tin'],['hand'],11.0,8.0,2885.0,take outVhandtincupboardcounter,s08-d11-cam-002,7695.0,261.754,7900.0,268.741
take outV,"['drawer', '']",['tin-opener'],['hand'],11.0,8.0,2882.0,take outVhandtin openerdrawer,s08-d11-cam-002,7907.0,268.979,8011.0,272.517
open tinV,['counter'],['tin'],['tin-opener'],11.0,8.0,1388.0,open tinVtin openertincounter,s08-d11-cam-002,8245.0,280.467,9910.0,337.108
open tinV,['counter'],['tin'],['knife'],11.0,8.0,1386.0,open tinVknifetincounter,s08-d11-cam-002,9957.0,338.691,10330.0,351.369
addV,"['tin', 'measuring-pitcher']",['pineapple'],['knife'],11.0,8.0,184.0,addVknifepineappletinmeasuring pitcher,s08-d11-cam-002,10388.0,353.367,10569.0,359.523
pureeV,['measuring-pitcher'],"['kiwi', 'pineapple']",['blender'],11.0,8.0,1696.0,pureeVblenderkiwipineapplemeasuring pitcher,s08-d11-cam-002,10612.0,360.968,11362.0,386.496
smellV,['measuring-pitcher'],['puree'],['hand'],11.0,8.0,2355.0,smellVhandpureemeasuring pitcher,s08-d11-cam-002,11389.0,387.412,11427.0,388.707
pourV,['measuring-pitcher'],['orange'],['squeezer'],11.0,8.0,1570.0,pourVsqueezerorangemeasuring pitcher,s08-d11-cam-002,11629.0,395.562,11778.0,400.633
washV,[''],['hand'],['hand'],11.0,8.0,3171.0,washVhandhand,s08-d11-cam-002,11879.0,404.074,11933.0,405.886
dryV,[''],['hand'],['towel'],11.0,8.0,683.0,dryVtowelhand,s08-d11-cam-002,11946.0,406.343,11992.0,407.925
pourV,['measuring-pitcher'],['pineapple'],['tin'],11.0,8.0,1576.0,pourVtinpineapplemeasuring pitcher,s08-d11-cam-002,12018.0,408.784,12114.0,412.044
pureeV,['measuring-pitcher'],['drink'],['blender'],11.0,8.0,1693.0,pureeVblenderdrinkmeasuring pitcher,s08-d11-cam-002,12209.0,415.304,12857.0,437.346
take outV,"['fridge', '']",['bottle'],['hand'],11.0,8.0,2559.0,take outVhandbottlefridge,s08-d11-cam-002,12896.0,438.668,12974.0,441.326
smellV,['lemon-juice-container'],['lemon-juice'],['hand'],11.0,8.0,2348.0,smellVhandlemon juicelemon juice container,s08-d11-cam-002,13031.0,443.238,13040.0,443.571
pourV,['measuring-pitcher'],['lemon-juice'],['bottle'],11.0,8.0,1500.0,pourVbottlelemon juicemeasuring pitcher,s08-d11-cam-002,13052.0,443.97,13092.0,445.319
pourV,['measuring-pitcher'],['lemon-juice'],['bottle'],11.0,8.0,1500.0,pourVbottlelemon juicemeasuring pitcher,s08-d11-cam-002,13555.0,461.067,13646.0,464.183
put inV,"['', 'fridge']",['bottle'],['hand'],11.0,8.0,1724.0,put inVhandbottlefridge,s08-d11-cam-002,13691.0,465.714,13769.0,468.367
pureeV,['measuring-pitcher'],['drink'],['blender'],11.0,8.0,1693.0,pureeVblenderdrinkmeasuring pitcher,s08-d11-cam-002,13800.0,469.4,13996.0,476.088
take outV,"['drawer', '']",['spoon'],['hand'],11.0,8.0,2858.0,take outVhandspoondrawer,s08-d11-cam-002,14045.0,477.734,14124.0,480.442
tasteV,[''],['drink'],['spoon'],11.0,8.0,2956.0,tasteVspoondrink,s08-d11-cam-002,14136.0,480.85,14199.0,482.993
stirV,['measuring-pitcher'],['drink'],['spoon'],11.0,8.0,2480.0,stirVspoondrinkmeasuring pitcher,s08-d11-cam-002,14206.0,483.198,14242.0,484.455
tasteV,[''],['drink'],['spoon'],11.0,8.0,2956.0,tasteVspoondrink,s08-d11-cam-002,14254.0,484.837,14281.0,485.782
moveV,"['', 'sink']",['spoon'],['hand'],11.0,8.0,1269.0,moveVhandspoonsink,s08-d11-cam-002,14281.0,485.782,14308.0,486.7
take outV,"['cupboard', 'counter']",['glass'],['hand'],11.0,8.0,2686.0,take outVhandglasscupboardcounter,s08-d11-cam-002,14330.0,487.433,14601.0,496.666
pourV,['glass'],['drink'],['measuring-pitcher'],11.0,8.0,1534.0,pourVmeasuring pitcherdrinkglass,s08-d11-cam-002,14616.0,497.176,14697.0,499.931
pourV,['glass'],['drink'],['measuring-pitcher'],11.0,8.0,1534.0,pourVmeasuring pitcherdrinkglass,s08-d11-cam-002,14718.0,500.626,14783.0,502.846
pourV,['glass'],['drink'],['measuring-pitcher'],11.0,8.0,1534.0,pourVmeasuring pitcherdrinkglass,s08-d11-cam-002,14798.0,503.336,14982.0,509.601
moveV,"['', 'sink']",['measuring-pitcher'],['hand'],11.0,8.0,1103.0,moveVhandmeasuring pitchersink,s08-d11-cam-002,14995.0,510.068,15053.0,512.04
enterV,[''],[''],[''],14.0,8.0,706.0,enterV,s08-d14-cam-002,0.0,0.0,19.0,0.68
take outV,"['drawer', 'stove']","['pot', 'lid']",['hand'],14.0,8.0,2836.0,take outVhandpotliddrawerstove,s08-d14-cam-002,68.0,2.32,297.0,10.135
moveV,"['stove', 'sink']",['pot'],['hand'],14.0,8.0,1229.0,moveVhandpotstovesink,s08-d14-cam-002,315.0,10.729,380.0,12.959
washV,[''],['pot'],['hand'],14.0,8.0,3208.0,washVhandpot,s08-d14-cam-002,386.0,13.145,508.0,17.312
fillV,['pot'],['water'],['tap'],14.0,8.0,717.0,fillVtapwaterpot,s08-d14-cam-002,521.0,17.751,823.0,28.027
moveV,"['sink', 'stove']",['pot'],['hand'],14.0,8.0,1225.0,moveVhandpotsinkstove,s08-d14-cam-002,833.0,28.351,945.0,32.162
turn onV,[''],['stove'],['hand'],14.0,8.0,3096.0,turn onVhandstove,s08-d14-cam-002,1019.0,34.674,1075.0,36.596
change temperatureV,[''],['stove'],['hand'],14.0,8.0,298.0,change temperatureVhandstove,s08-d14-cam-002,1083.0,36.857,1199.0,40.809
put inV,"['counter', 'drawer']",['lid'],['hand'],14.0,8.0,1784.0,put inVhandlidcounterdrawer,s08-d14-cam-002,1291.0,43.945,1398.0,47.57
take outV,"['cupboard', 'counter']",['cup'],['hand'],14.0,8.0,2633.0,take outVhandcupcupboardcounter,s08-d14-cam-002,1448.0,49.278,1688.0,57.442
take outV,"['cupboard', '']",['hot-chocolate-powder-bag'],['hand'],14.0,8.0,2689.0,take outVhandhot chocolate powder bagcupboard,s08-d14-cam-002,1739.0,59.168,2074.0,70.578
rip openV,[''],['hot-chocolate-powder-bag'],['hand'],14.0,8.0,2009.0,rip openVhandhot chocolate powder bag,s08-d14-cam-002,2212.0,75.265,2249.0,76.5
smellV,['hot-chocolate-powder-bag'],['hot-chocolate-powder'],['hand'],14.0,8.0,2345.0,smellVhandhot chocolate powderhot chocolate powder bag,s08-d14-cam-002,2290.0,77.894,2312.0,78.669
addV,"['hot-chocolate-powder-bag', 'cup']",['hot-chocolate-powder'],['hand'],14.0,8.0,95.0,addVhandhot chocolate powderhot chocolate powder bagcup,s08-d14-cam-002,2317.0,78.832,2396.0,81.53
throw in garbageV,[''],['hot-chocolate-powder-bag'],['hand'],14.0,8.0,3022.0,throw in garbageVhandhot chocolate powder bag,s08-d14-cam-002,2438.0,82.959,2555.0,86.938
take outV,"['drawer', '']",['spoon'],['hand'],14.0,8.0,2858.0,take outVhandspoondrawer,s08-d14-cam-002,2613.0,88.911,2686.0,91.378
stirV,['cup'],['hot-chocolate-powder'],['spoon'],14.0,8.0,2484.0,stirVspoonhot chocolate powdercup,s08-d14-cam-002,2696.0,91.734,2860.0,97.3
test temperatureV,['pot'],['water'],['hand'],14.0,8.0,2973.0,test temperatureVhandwaterpot,s08-d14-cam-002,2873.0,97.755,2903.0,98.775
open closeV,['drawer'],[''],['hand'],14.0,8.0,1367.0,open closeVhanddrawer,s08-d14-cam-002,3010.0,102.414,3088.0,105.068
take outV,"['drawer', 'counter']",['ladle'],['hand'],14.0,8.0,2716.0,take outVhandladledrawercounter,s08-d14-cam-002,3092.0,105.204,3285.0,111.754
test temperatureV,['pot'],['water'],['hand'],14.0,8.0,2973.0,test temperatureVhandwaterpot,s08-d14-cam-002,3544.0,120.559,3640.0,123.843
